"Name"	"Group"	"Cluster"
"Reposting: 10th International Obfuscated C Code Contest rules (2 of 2)"	"3"	"4"
"Re: problem with xvertext package"	"3"	"4"
"Re: gadgets vs widgets"	"3"	"4"
"Re: Trouble compiling X11R5 on SunOS_4.1.3"	"3"	"4"
"Re: TeleUse, UIM/X, and C++"	"3"	"4"
"Re: Honors Degrees: Do they mean anything?"	"3"	"3"
"comp.windows.x Frequently Asked Questions (FAQ) 4/5"	"3"	"4"
"comp.windows.x Frequently Asked Questions (FAQ) 5/5"	"3"	"4"
"Re: >>>>> MOUSE BUTTONS 1,2 & 3 <<<<<<<< urgent !"	"3"	"6"
"Re: Drawing colour pixmaps - not rectangular"	"3"	"4"
"Re: Pixmaps, Masks, & Icons - Clues?"	"3"	"4"
"comp.windows.x Frequently Asked Questions (FAQ) 1/5"	"3"	"4"
"comp.windows.x Frequently Asked Questions (FAQ) 2/5"	"3"	"4"
"lost in (TekHVC color) space"	"3"	"4"
"comp.windows.x Frequently Asked Questions (FAQ) 3/5"	"3"	"4"
"Re: Honors Degrees: Do they mean anything?"	"3"	"3"
"Re: Cute X clients"	"3"	"3"
"Re: xv -root with vue? (was Re: xloadimage -onroot ...)"	"3"	"4"
"Re: Trouble compiling X11R5 on SunOS_4.1.3"	"3"	"4"
"Remapping <return> key in a dialog"	"3"	"4"
"Re: Honors Degrees: Do they mean anything?"	"3"	"3"
"String to Widget Resource Converter"	"3"	"4"
"Re: GUI Study"	"3"	"3"
"Re: GUI toolkit for the Sun Sparc."	"3"	"4"
"Help: SunView on olwm/xview3/X11R5"	"3"	"4"
"Re: I need source for splines"	"3"	"4"
"Re: Converting contents of X-window to color postscript"	"3"	"4"
"comp.windows.x: Getting more performance out of X.  FAQ"	"3"	"4"
"Re: app-defaults files"	"3"	"4"
"Re: XCopyPlane Question"	"3"	"3"
"Re: MS Windows VS Motif (GUI design differences), was Re: Future of Unix"	"3"	"4"
"GUI Study -- do users want to build solutions?"	"3"	"3"
"Re: Is Xlib thread safe?"	"3"	"4"
"How do I change the Text cursor in xterm"	"3"	"4"
"Re: C++ toolkit ""directions"" ?"	"3"	"4"
"Re: iconize a running application?"	"3"	"4"
"Re: Motif vs. [Athena, etc.]"	"3"	"4"
"TkMan for Ultrix"	"3"	"4"
"TkMan for Ultrix"	"3"	"4"
"Motif++ mailing list - is there any interest ?"	"3"	"4"
"Creating 8 bit windows on 24 bit display.. How?"	"3"	"4"
"Re: Fresco status?"	"3"	"4"
"Re: XWindows always opaque"	"3"	"4"
"Re: Motif vs. [Athena, etc.]"	"3"	"4"
"Re: Expose Events"	"3"	"6"
"Delayed Expose Events"	"3"	"6"
"Re: Need PD X-Y Plot Package"	"3"	"3"
"Re: DEC pixmap size"	"3"	"4"
"Re: **** CURSOR SIZE PROBLEMS ****"	"3"	"4"
"Why do I need ""xrdb -m"" when .Xdefaults unchanged?"	"3"	"4"
"Key definitions in Emacs + X"	"3"	"4"
"Problem with libXmu on SUNOS5.1 and gcc"	"3"	"4"
"Re: Motif vs. [Athena, etc.]"	"3"	"4"
"Re: interface to access separate appl."	"3"	"4"
"Re: Key definitions in Emacs + X"	"3"	"4"
"Re: Problem with libXmu on SUNOS5.1 and gcc"	"3"	"4"
"xterm build problem in Solaris2.1"	"3"	"4"
"Re: SVR4.x binary dists (was Re: RFD: to create comp.unix.sys5.univel)"	"3"	"4"
"Multi-screen apps and window managers"	"3"	"3"
"Ideal Operating System (Was: DEATH BLOW TO UNIX)"	"3"	"3"
"Re: Trouble compiling X11R5 on SunOS_4.1.3"	"3"	"7"
"Re: X-server multi screen"	"3"	"4"
"Re: a question on window ids"	"3"	"4"
"Re: X-server multi screen"	"3"	"4"
"Re: Creating 8 bit windows on 24 bit display.. How?"	"3"	"4"
"Re: X11R5 and Open Look"	"3"	"4"
"Re: xterm build problem in Solaris2.1"	"3"	"4"
"Re: xterm build problem in Solaris2.1"	"3"	"4"
"Re: Trouble compiling X11R5 on SunOS_4.1.3"	"3"	"4"
"Re: Title for XTerm"	"3"	"4"
"Re: X-server multi screen"	"3"	"4"
"Creating application contexts multiple times???"	"3"	"4"
"Xterm Cursor"	"3"	"4"
"Re: DESQview/X on a PC?"	"3"	"7"
"X and Security / X Technical Conference"	"3"	"7"
"R5 table widget causing trouble with XtQueryGeometry"	"3"	"4"
"spring records"	"4"	"6"
"Re: Eck vs Rickey (was Re: Rickey's whining again)"	"4"	"6"
"Re: NO JOKE: ROCKIES HAVE ATTENDANCE RECORD!!!!"	"4"	"6"
"Players Overpaid?"	"4"	"6"
"Re: Minnesota Pitching"	"4"	"5"
"Binaca Blast Deep Drive Derby (BBDDD) Returns"	"4"	"5"
"(ATAS) N.L. games 8/2-8/5 & standings of all"	"4"	"6"
"Bill James Player Rating Book 1993."	"4"	"3"
"Re: Tickets etc.."	"4"	"0"
"Re: Scott Erickson"	"4"	"1"
"Re: Finnally, the Phils have support"	"4"	"5"
"Re: Young Catchers"	"4"	"6"
"Re: My Belated Predictions (NL)"	"4"	"5"
"Re: ESPN and Expansion"	"4"	"6"
"Rockies opening day cast"	"4"	"5"
"Opening Day of 1990?"	"4"	"6"
"Re: Wohlers to minors"	"4"	"1"
"Re: Minnesota Pitching"	"4"	"5"
"Re: My Belated Predictions (NL)"	"4"	"5"
"Re: Bo was a good player, you shorts (plus idiots)"	"4"	"5"
"Re: Young Catchers"	"4"	"6"
"Re: quick way to tell if your local beat writer is dumb."	"4"	"6"
"Re: Young Catchers"	"4"	"6"
"Re: Finnally, the Phils have support"	"4"	"5"
"New Uniforms"	"4"	"5"
"Re: Players Overpaid?"	"4"	"6"
"Re: Best Second Baseman?"	"4"	"6"
"A.L. East is best in baseball!"	"4"	"6"
"Re: Best Second Baseman?"	"4"	"6"
"Re: ESPN and Expansion"	"4"	"6"
"Re: Bo was a good player, you shorts (plus idiots)"	"4"	"5"
"Re: My Belated Predictions (NL)"	"4"	"5"
"Re: New Uniforms"	"4"	"5"
"Re: Billy gets cheers in Baltimore!"	"4"	"5"
"My 1993 Predictions"	"4"	"5"
"Re: Young Catchers"	"4"	"5"
"Re: Young Catchers"	"4"	"6"
"MLB Standings and Scores for Tue, Apr 6th, 1993"	"4"	"3"
"Re: Rickey Henderson"	"4"	"6"
"Re: Brewer Notes"	"4"	"4"
"Re: 15-day, 30-day, 60-day disabled list questions"	"4"	"2"
"Re: Young Catchers"	"4"	"5"
"Re: My '93 picks (with only one comment)"	"4"	"5"
"Call for Votes - DTBL MVP and CY.  Please vote!"	"4"	"5"
"Re: Young Catchers"	"4"	"5"
"Re: Binaca Blast Deep Drive Derby (BBDDD) Returns"	"4"	"5"
"Cubs behind Marlins? How?"	"4"	"5"
"Re: My 1993 Predictions"	"4"	"5"
"Re: Joe Robbie Stadium ""NOT FOR BASEBALL"""	"4"	"6"
"Re: YANKKES 1 GAME CLOSER"	"4"	"6"
"mile high runs"	"4"	"5"
"Re: My '93 picks (with only one comment)"	"4"	"5"
"Re: MARLINS WIN! MARLINS WIN!"	"4"	"6"
"Re: Young Catchers"	"4"	"5"
"Re: Young Catchers"	"4"	"5"
"Re: Giants' GM Quinn *is* a genius!"	"4"	"1"
"My Predictions For 1993"	"4"	"5"
"Re: Young Catchers"	"4"	"5"
"Players Rushed to Majors"	"4"	"6"
"Re: Young Catchers"	"4"	"5"
"Re: My '93 picks (with only one comment)"	"4"	"5"
"Re: Jim Lefebvre is an idiot."	"4"	"6"
"Re: Young Catchers"	"4"	"5"
"Re: Rickey Henderson"	"4"	"6"
"""Seer"" Stephenson picks the A.L. East"	"4"	"6"
"Best record ever in baseball"	"4"	"6"
"Re: Players Rushed to Majors"	"4"	"6"
"Re: Notes on Jays vs. Indians Series"	"4"	"5"
"Re: Braves Pitching UpdateDIR"	"4"	"6"
"Re: YANKKES 1 GAME CLOSER"	"4"	"6"
"MLB Standings and Scores for Thu., Apr. 15th, 1993"	"4"	"3"
"Torre: The worst manager?"	"4"	"6"
"Re: Pleasant Yankee Surprises"	"4"	"5"
"Old Predictions to laugh at..."	"4"	"5"
"Re: Braves Pitching UpdateDIR"	"4"	"6"
"Re: Notes on Jays vs. Indians Series"	"4"	"6"
"Re: Spanky Released"	"4"	"5"
"Re: Astros Are Back!!!!!!!!!!!!!!!!!!!"	"4"	"5"
"DAVE KINGMAN FOR THE HALL OF FAME"	"4"	"6"
"Re: Seeking Moe Berg reference/info"	"4"	"3"
"Superstars and attendance (was Teemu Selanne, was +/- leaders)"	"5"	"6"
"Re: NHL team leaders in +/-"	"5"	"6"
"Re: This year's biggest and worst (opinion)..."	"5"	"5"
"And... THEY'RE OFF!!!!!"	"5"	"6"
"Re: Trade rumor: Montreal/Ottawa/Phillie"	"5"	"5"
"Re: Re-Alignnment, Expansion"	"5"	"5"
"NHL Summary parse results for games played Sat, April 3, 1993"	"5"	"5"
"NHL Summary parse results for games played Sun, April 4, 1993"	"5"	"5"
"Re: WC Pool B : GB win the gold"	"5"	"6"
"canadian silver dollar-stanley cup centennial"	"5"	"5"
"Re: Superstars and attendance (was Teemu Selanne, was +/- leaders)"	"5"	"6"
"Re: NHL team leaders in +/-"	"5"	"6"
"Re: In memoriam: Dan Kelly and Danny Gallivan"	"5"	"6"
"This year's biggest and worst (opinion)..."	"5"	"5"
"Re: Let's talk sticks..."	"5"	"6"
"Re: This year's biggest and worst (opinion)..."	"5"	"5"
"Re:  Potvin's new goalie mask"	"5"	"6"
"Re: This year's biggest and worst (opinion)..."	"5"	"5"
"re:  Don Cherry's Coach's Corner Summary - April 3, 1993"	"5"	"6"
"Re: This year's biggest and worst (opinion)..."	"5"	"5"
"Re: Canadiens - another Stanley Cup???"	"5"	"5"
"Too Many Europeans in NHL"	"5"	"6"
"Re: Expansion"	"5"	"6"
"Re: Trade rumor: Montreal/Ottawa/Phillie"	"5"	"5"
"Re: Playoff Predictions"	"5"	"5"
"Re: Good for hockey/Bad for hockey"	"5"	"7"
"Re: Canadiens - another Stanley Cup???"	"5"	"5"
"Re: Too Many Europeans in NHL"	"5"	"6"
"Re: Too Many European in NHL"	"5"	"6"
"Re: Good for hockey/Bad for hockey"	"5"	"7"
"Re: Too Many Europeans in NHL (Euro-bashing?)"	"5"	"6"
"Stan Fischler, 4/4"	"5"	"5"
"Re: Hockey Hell"	"5"	"6"
"Re: In memoriam: Dan Kelly and Danny Gallivan"	"5"	"6"
"Re: Playoff Predictions"	"5"	"5"
"NCAA Hockey Final"	"5"	"6"
"Re: Too Many Europeans in NHL"	"5"	"6"
"Re: This year's biggest and worst (opinion)..."	"5"	"5"
"FLYERS notes 4/5"	"5"	"5"
"Strange phenomens in NHL (was: Team leaders in +/-)"	"5"	"6"
"Re: Trade rumor: Montreal/Ottawa/Phillie"	"5"	"5"
"Re: This year's biggest and worst (opinion)..."	"5"	"5"
"Realignment in 2000"	"5"	"6"
"NHL Swedes: Stats, April 5"	"5"	"5"
"Re: Too Many Europeans in NHL"	"5"	"6"
"Re: Too Many Europeans in NHL"	"5"	"6"
"NHL Summary parse results for games played Mon, April 5, 1993"	"5"	"5"
"NHL RESULTS FOR GAMES PLAYED 4-05-93"	"5"	"5"
"USENET Hockey Draft week 26 standings"	"5"	"5"
"USENET Hockey Draft week 26 price list"	"5"	"5"
"Observations"	"5"	"5"
"Re: Sad day for hockey"	"5"	"6"
"Re: This year's biggest and worst (opinion)..."	"5"	"5"
"Re: Too Many Europeans in NHL"	"5"	"6"
"Re: This year's biggest and worst (opinion)..."	"5"	"6"
"Re: Sad day for hockey"	"5"	"6"
"Re: This year's biggest and worst (opinion)..."	"5"	"5"
"Re: New Name for the Stanley Cup"	"5"	"6"
"Re: This year's biggest and worst (opinion)..."	"5"	"5"
"Re: Canadiens - another Stanley Cup???"	"5"	"5"
"Re: Too Many Europeans in NHL"	"5"	"6"
"Re: TPS will stay on the top..."	"5"	"5"
"Re: Too Many Europeans in NHL"	"5"	"6"
"Sad day for hockey"	"5"	"6"
"rec.sport.hockey Frequently Asked Questions"	"5"	"6"
"Re: Bruins-Pens: the Ulf-Neeley fight"	"5"	"6"
"Isles / Hockey Ramblings"	"5"	"6"
"Re: Pens Info needed"	"5"	"6"
"expanding to Europe:Dusseldorf"	"5"	"6"
"Re: Sweden-Finland, April 14"	"5"	"5"
"Re: Leaf slump over"	"5"	"6"
"Re: Mogilny must be benched."	"5"	"6"
"Re: Canadians - another Stanley Cup"	"5"	"6"
"Re: Vlad's Playoff Picks"	"5"	"5"
"NHL Summary parse results for games played Wed, April 14, 1993"	"5"	"5"
"Re: What's so bad about the new playoff format?"	"5"	"7"
"Re: For sale; Edmonton Oilers."	"5"	"6"
"Re: Hockey and the Hispanic community"	"5"	"6"
"Re: Washington To Beat Pitt"	"5"	"5"
"Re: Washington To Beat Pitt"	"5"	"5"
"Re: Leaf slump over"	"5"	"6"
"Re: Patrick Playoffs Look Like This"	"5"	"5"
"Re: Playoff telecasts in Atlanta"	"5"	"5"
"Re: Playoff predictions"	"5"	"5"
"Re: plus minus stat"	"5"	"5"
"Re: plus minus stat"	"5"	"6"
"Re: plus minus stat"	"5"	"6"
"Minnesota recalls McGowan (HELP!!!)"	"5"	"6"
"Re: Helsinki/Stockholm & NHL expansion?"	"5"	"6"
"Re: Playoff predictions"	"5"	"5"
"My predictions"	"5"	"5"
"Re: plus minus stat"	"5"	"5"
"WFAN (STEVE & CHIEF ON 48 HOURS)"	"5"	"5"
"Pens box score 4/14"	"5"	"5"
"Re: Giveaways"	"5"	"6"
"Re: Hockey and the Hispanic community"	"5"	"6"
"Re: plus minus stat"	"5"	"5"
"Re: Washington To Beat Pitt"	"5"	"5"
"Goalie mask poll"	"5"	"5"
"Re: Washington To Beat Pitt"	"5"	"5"
"Re: plus minus stat"	"5"	"6"
"This Year's vs. Next Year's Playoffs"	"5"	"5"
"FLYERS notes 4/17"	"5"	"5"
"My Predictions of a classic playoff year!"	"5"	"5"
"AHL playoff results, 4/16"	"5"	"5"
"Re: This Year's vs. Next Year's Playoffs"	"5"	"5"
"Re: My Predictions of a classic playoff year!"	"5"	"5"
"Re: NHL team in Milwaukee"	"5"	"6"
"Re: Finland/Sweden vs.NHL teams (WAS:Helsinki/Stockholm & NH"	"5"	"6"
"Re: NHLPA poll (partial stats/results)"	"5"	"7"
"Re: Finland/Sweden vs.NHL teams (WAS:Helsinki/Stockholm & NH"	"5"	"6"
"Re: Stop predicting"	"5"	"5"
"Re: Gravity waves, was: Predicting gravity wave quantization & Cosmic Noise"	"6"	"7"
"Space FAQ 06/15 - Constants and Equations"	"6"	"7"
"Space FAQ 12/15 - Controversial Questions"	"6"	"7"
"Space FAQ 13/15 - Interest Groups & Publications"	"6"	"7"
"Space FAQ 14/15 - How to Become an Astronaut"	"6"	"7"
"Diffs to sci.space/sci.astro Frequently Asked Questions"	"6"	"7"
"Space FAQ 01/15 - Introduction"	"6"	"7"
"Space FAQ 02/15 - Network Resources"	"6"	"7"
"Space FAQ 03/15 - Data Sources"	"6"	"7"
"Space FAQ 05/15 - References"	"6"	"7"
"Space FAQ 09/15 - Mission Schedules"	"6"	"7"
"Space FAQ 10/15 - Planetary Probe History"	"6"	"7"
"Space FAQ 15/15 - Orbital and Planetary Launch Services"	"6"	"0"
"Space FAQ 07/15 - Astronomical Mnemonics"	"6"	"7"
"Space FAQ 08/15 - Addresses"	"6"	"7"
"Space FAQ 11/15 - Upcoming Planetary Probes"	"6"	"7"
"Space FAQ 04/15 - Calculations"	"6"	"7"
"Astro/Space Frequently Seen Acronyms"	"6"	"7"
"Re: HLV for Fred (was Re: Prefab Space Station?)"	"6"	"3"
"Celebrate Liberty!  1993"	"6"	"7"
"Re: Space Research Spin Off"	"6"	"3"
"Orbit data - help needed"	"6"	"3"
"Re: nuclear waste"	"6"	"1"
"Nasa (dis)incentives"	"6"	"1"
"Re: Alaska Pipeline and Space Station!"	"6"	"1"
"Long Island (was Why use AC at 20kHz for SSF power)"	"6"	"7"
"How do they ignite the SSME?"	"6"	"7"
"Re: Vulcan?  (No, not the guy with the ears!)"	"6"	"7"
"Blow up space station, easy way to do it."	"6"	"7"
"What if the USSR had reached the Moon first?"	"6"	"7"
"Re: Space Research Spin Off"	"6"	"7"
"Re: Griffin / Office of Exploration: RIP"	"6"	"7"
"Re: DC-X: Vehicle Nears Flight Test"	"6"	"1"
"Re: Griffin / Office of Exploration: RIP"	"6"	"7"
"Re: DC-X: Vehicle Nears Flight Test"	"6"	"1"
"SSF Redesign: Constellation"	"6"	"7"
"Re: HLV for Fred (was Re: Prefab Space Station?)"	"6"	"3"
"Re: Metric vs English"	"6"	"7"
"Re: Market or gov failures"	"6"	"1"
"Re: What if the USSR had reached the Moon first?"	"6"	"7"
"Re: nuclear waste"	"6"	"1"
"Re: nuclear waste"	"6"	"1"
"Dutch: symposium compacte objecten"	"6"	"5"
"Re: Comet in Temporary Orbit Around Jupiter?"	"6"	"7"
"Re: space food sticks"	"6"	"7"
"Re: space food sticks"	"6"	"7"
"Re: pushing the envelope"	"6"	"1"
"Re: Abyss: breathing fluids"	"6"	"1"
"Re: What if the USSR had reached the Moon first?"	"6"	"7"
"Cosmos 2238: an EORSAT"	"6"	"7"
"Aerospace companies cooperate in reusable vehicle market."	"6"	"7"
"SSTO Senatorial (aide) breifing recollections."	"6"	"7"
"Re: Space Research Spin Off"	"6"	"7"
"Re: Comet in Temporary Orbit Around Jupiter?"	"6"	"7"
"Re: Vulcan?  (No, not the guy with the ears!)"	"6"	"7"
"Re: nuclear waste"	"6"	"1"
"Re: Alaska Pipeline and Space Station!"	"6"	"1"
"Re: Comet in Temporary Orbit Around Jupiter?"	"6"	"7"
"Gibbons Outlines SSF Redesign Guidance"	"6"	"7"
"Re: Space Research Spin Off"	"6"	"7"
"Re: Mars Observer Update - 03/29/93"	"6"	"7"
"Washington Post Article on SSF Redesign"	"6"	"7"
"Blue Ribbon Panel Members Named"	"6"	"7"
"Re: the call to space (was Re: Clueless Szaboisms )"	"6"	"7"
"Re: the call to space (was Re: Clueless Szaboisms )"	"6"	"1"
"Re: Small Astronaut (was: Budget Astronaut)"	"6"	"7"
"NASA ""Wraps"""	"6"	"7"
"DC-X Rollout Report"	"6"	"1"
"Re: nuclear waste"	"6"	"1"
"White House outlines options for station, Russian cooperation"	"6"	"7"
"Re: Sr-71 in propoganda films?"	"6"	"1"
"Re: Quaint US Archaisms"	"6"	"1"
"Fred and Tom, ad naseum"	"6"	"1"
"Re: DC-X Rollout Report"	"6"	"1"
"Some Recent Observations by Hubble"	"6"	"7"
"Ozone GIFs Available"	"6"	"7"
"Sixty-two thousand (was Re: How many read sci.space?)"	"6"	"7"
"Re: How to get there? (was Re: Comet in Temporary Orbit Around Jupiter?"	"6"	"7"
"Galileo Update - 04/15/93"	"6"	"7"
"Successful Balloon Flight Measures Ozone Layer"	"6"	"7"
"*Doppelganger* (was Re: Vulcan? No, not Spock or Haphaestus)"	"6"	"7"
"Re: Comet in Temporary Orbit Around Jupiter?"	"6"	"7"
"Two-Line Orbital Element Set:  Space Shuttle"	"6"	"7"
"Re: DC-X update???"	"6"	"1"
"Space Event in Los Angeles, CA"	"6"	"7"
"Re: How many read sci.space?"	"6"	"7"
"Re: Clementine Science Team Selected"	"6"	"7"
"Big amateur rockets"	"6"	"1"
"Re: Shuttle oxygen (was Budget Astronaut)"	"6"	"7"
"Re: Big amateur rockets"	"6"	"1"
"Re: How many read sci.space?"	"6"	"7"
"Sixty-two thousand (was Re: How many read sci.space?)"	"6"	"7"
"Re: Big amateur rockets"	"6"	"1"
"Re: Big amateur rockets"	"6"	"1"
"Space Event near Los Angeles, CA"	"6"	"7"
"Re: Big amateur rockets"	"6"	"1"
"Re: DC-X update???"	"6"	"1"
"Re: A WRENCH in the works?"	"6"	"7"
"Re: A WRENCH in the works?"	"6"	"7"
"Re: japanese moon landing?"	"6"	"7"
"Orion drive in vacuum -- how?"	"6"	"1"
"How to read sci.space without netnews"	"6"	"7"
"Re: japanese moon landing?"	"6"	"7"
"Re: How many read sci.space?"	"6"	"7"
"Moscow Aviation Institute summer school"	"6"	"3"
"japanese moon landing/temporary orbit"	"6"	"7"
"Re: japanese moon landing?"	"6"	"7"
"Two-Line Orbital Element Set:  Space Shuttle"	"6"	"7"
"Re: Guns for Space"	"6"	"7"
"Re: Guns for Space"	"6"	"0"
"Re: Elevator to the top floor"	"6"	"0"
"End of the Space Age"	"6"	"7"
"Re: Orbital RepairStation"	"6"	"1"
"Re: Orion drive in vacuum -- how?"	"6"	"1"
